id_tenrac,nom,prenom,courriel,telephone,adresse_postale,id_grade,id_entretien
668,Masson,Marie,marie.masson668@amu.fr,0600000668,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8995, 43.0181, NULL), NULL, NULL)",3,11
669,Navarro,Mael,mael.navarro669@amu.fr,0600000669,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0152, 43.6421, NULL), NULL, NULL)",5,44
670,Lavoie,Theo,theo.lavoie670@amu.fr,0600000670,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2444, 43.8405, NULL), NULL, NULL)",5,28
671,Masson,Sophie,sophie.masson671@amu.fr,0600000671,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6949, 43.8825, NULL), NULL, NULL)",4,68
672,Colin,Jeanne,jeanne.colin672@amu.fr,0600000672,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1979, 43.1112, NULL), NULL, NULL)",5,14
673,Francois,Mickael,mickael.francois673@amu.fr,0600000673,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4946, 43.8259, NULL), NULL, NULL)",4,38
674,Nicolas,Laurent,laurent.nicolas674@amu.fr,0600000674,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3314, 43.504, NULL), NULL, NULL)",1,63
675,Salamanca,Louis,louis.salamanc675@amu.fr,0600000675,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3254, 43.1173, NULL), NULL, NULL)",2,55
676,Machiavel,Mickey,mickey.machiave676@amu.fr,0600000676,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2626, 43.7506, NULL), NULL, NULL)",1,44
677,Fournier,Sylvain,sylvain.fournier677@amu.fr,0600000677,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7555, 43.0301, NULL), NULL, NULL)",5,17
678,Hitier,Jacqueline,jacqueli.hitier678@amu.fr,0600000678,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7412, 43.4778, NULL), NULL, NULL)",5,73
679,Machiavel,Emma,emma.machiave679@amu.fr,0600000679,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1826, 43.1492, NULL), NULL, NULL)",1,38
680,Caron,Laurent,laurent.caron680@amu.fr,0600000680,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0939, 43.3133, NULL), NULL, NULL)",6,70
681,Laverand,Romain,romain.laverand681@amu.fr,0600000681,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0948, 43.6066, NULL), NULL, NULL)",4,62
682,Legrand,Aurelie,aurelie.legrand682@amu.fr,0600000682,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0888, 43.5772, NULL), NULL, NULL)",2,18
683,Moreau,Fabienne,fabienne.moreau683@amu.fr,0600000683,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9183, 43.49, NULL), NULL, NULL)",6,29
684,Lecomte,Renee,renee.lecomte684@amu.fr,0600000684,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0619, 43.4888, NULL), NULL, NULL)",5,36
685,Boucher,Josiane,josiane.boucher685@amu.fr,0600000685,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7606, 43.8298, NULL), NULL, NULL)",1,64
686,Guillaume,Romain,romain.guillaum686@amu.fr,0600000686,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3152, 43.2991, NULL), NULL, NULL)",3,12
687,Lemaire,Roland,roland.lemaire687@amu.fr,0600000687,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7737, 43.8736, NULL), NULL, NULL)",3,53
688,Poulin,Sandrine,sandrine.poulin688@amu.fr,0600000688,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9341, 43.4917, NULL), NULL, NULL)",3,63
689,Perrin,Manon,manon.perrin689@amu.fr,0600000689,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1134, 43.2306, NULL), NULL, NULL)",1,64
690,Lucas,Sophie,sophie.lucas690@amu.fr,0600000690,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.67, 43.9392, NULL), NULL, NULL)",3,75
691,Bouchard,Delphine,delphine.bouchard691@amu.fr,0600000691,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.265, 43.9032, NULL), NULL, NULL)",5,55
692,Monnier,Sebastien,sebastie.monnier692@amu.fr,0600000692,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2371, 43.8054, NULL), NULL, NULL)",2,33
693,Gagnon,Alain,alain.gagnon693@amu.fr,0600000693,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2072, 43.7279, NULL), NULL, NULL)",6,36
694,Berger,Chantal,chantal.berger694@amu.fr,0600000694,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3378, 43.2793, NULL), NULL, NULL)",5,36
695,Renaud,Simone,simone.renaud695@amu.fr,0600000695,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3573, 43.4728, NULL), NULL, NULL)",1,57
696,Leroy,Maxime,maxime.leroy696@amu.fr,0600000696,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5399, 43.6235, NULL), NULL, NULL)",1,70
697,Albertos,Josiane,josiane.albertos697@amu.fr,0600000697,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.985, 43.6863, NULL), NULL, NULL)",1,47
698,Pelletier,Didier,didier.pelletie698@amu.fr,0600000698,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5293, 43.3912, NULL), NULL, NULL)",1,73
699,Laurent,Aurelie,aurelie.laurent699@amu.fr,0600000699,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0569, 43.9685, NULL), NULL, NULL)",2,36
700,Francois,Christine,christin.francois700@amu.fr,0600000700,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7083, 43.1385, NULL), NULL, NULL)",3,40
701,Moreau,Jules,jules.moreau701@amu.fr,0600000701,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6709, 43.3276, NULL), NULL, NULL)",2,7
702,Lemaire,Virginie,virginie.lemaire702@amu.fr,0600000702,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1363, 43.4225, NULL), NULL, NULL)",5,79
703,Tremblay,Sophie,sophie.tremblay703@amu.fr,0600000703,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4631, 43.4556, NULL), NULL, NULL)",6,62
704,Legrand,Jacqueline,jacqueli.legrand704@amu.fr,0600000704,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1512, 43.0998, NULL), NULL, NULL)",5,10
705,Boule,David,david.boule705@amu.fr,0600000705,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.772, 43.737, NULL), NULL, NULL)",1,14
706,Bilar,Roland,roland.bilar706@amu.fr,0600000706,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.931, 43.3609, NULL), NULL, NULL)",5,22
707,Renaud,Christiane,christia.renaud707@amu.fr,0600000707,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0008, 43.2067, NULL), NULL, NULL)",3,30
708,Meunier,Christophe,christop.meunier708@amu.fr,0600000708,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5483, 43.5496, NULL), NULL, NULL)",3,21
709,Dumas,Ines,ines.dumas709@amu.fr,0600000709,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4566, 43.2007, NULL), NULL, NULL)",6,80
710,Gagnon,Aureille,aureille.gagnon710@amu.fr,0600000710,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6123, 43.27, NULL), NULL, NULL)",1,63
711,Dupuis,Yves,yves.dupuis711@amu.fr,0600000711,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1154, 43.6588, NULL), NULL, NULL)",3,67
712,Higueurs,Yves,yves.higueurs712@amu.fr,0600000712,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6948, 43.9402, NULL), NULL, NULL)",5,12
713,Guerin,Roland,roland.guerin713@amu.fr,0600000713,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1189, 43.9613, NULL), NULL, NULL)",3,69
714,Boucher,Christophe,christop.boucher714@amu.fr,0600000714,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0146, 43.7598, NULL), NULL, NULL)",1,10
715,Machiavel,Fabienne,fabienne.machiave715@amu.fr,0600000715,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0903, 43.9635, NULL), NULL, NULL)",1,43
716,Colin,Brigitte,brigitte.colin716@amu.fr,0600000716,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8879, 43.7398, NULL), NULL, NULL)",3,54
717,Patateur,Danielle,danielle.patateur717@amu.fr,0600000717,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8238, 43.6373, NULL), NULL, NULL)",5,62
718,White,Lina,lina.white718@amu.fr,0600000718,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2276, 43.8784, NULL), NULL, NULL)",2,39
719,Marchand,Helene,helene.marchand719@amu.fr,0600000719,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0223, 43.4681, NULL), NULL, NULL)",2,70
720,Guillaume,Denis,denis.guillaum720@amu.fr,0600000720,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2636, 43.7681, NULL), NULL, NULL)",3,77
721,Garnier,Claire,claire.garnier721@amu.fr,0600000721,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7938, 43.3724, NULL), NULL, NULL)",3,52
722,Gagnon,Aline,aline.gagnon722@amu.fr,0600000722,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2043, 43.7089, NULL), NULL, NULL)",1,29
723,Laurent,Paul,paul.laurent723@amu.fr,0600000723,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7598, 43.3631, NULL), NULL, NULL)",2,76
724,Girard,Michele,michele.girard724@amu.fr,0600000724,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4674, 43.4566, NULL), NULL, NULL)",1,43
725,Bouchard,Marie,marie.bouchard725@amu.fr,0600000725,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6693, 43.9101, NULL), NULL, NULL)",1,77
726,Roux,Steve,steve.roux726@amu.fr,0600000726,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7025, 43.2562, NULL), NULL, NULL)",3,28
727,Poirier,Antoine,antoine.poirier727@amu.fr,0600000727,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6361, 43.5218, NULL), NULL, NULL)",3,63
728,Lafayette,Benoit,benoit.lafayett728@amu.fr,0600000728,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7753, 43.5648, NULL), NULL, NULL)",5,26
729,Perrin,Lea,lea.perrin729@amu.fr,0600000729,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1622, 43.1868, NULL), NULL, NULL)",4,59
730,Sabreur,Arthur,arthur.sabreur730@amu.fr,0600000730,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2951, 43.3933, NULL), NULL, NULL)",6,70
731,Fontaine,Patricia,patricia.fontaine731@amu.fr,0600000731,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5587, 43.0755, NULL), NULL, NULL)",1,20
732,Dupuis,Roland,roland.dupuis732@amu.fr,0600000732,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4797, 43.8689, NULL), NULL, NULL)",2,53
733,Agostinelli,Mathias,mathias.agostine733@amu.fr,0600000733,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8201, 43.0446, NULL), NULL, NULL)",4,40
734,Guillaume,Simone,simone.guillaum734@amu.fr,0600000734,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0268, 43.4476, NULL), NULL, NULL)",6,33
735,Meyer,Albert,albert.meyer735@amu.fr,0600000735,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.415, 43.0733, NULL), NULL, NULL)",1,44
736,Lopez,Gerard,gerard.lopez736@amu.fr,0600000736,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.168, 43.4752, NULL), NULL, NULL)",6,25
737,Leclerc,Clara,clara.leclerc737@amu.fr,0600000737,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8482, 43.0107, NULL), NULL, NULL)",6,14
738,Lopez,Philippe,philippe.lopez738@amu.fr,0600000738,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8357, 43.2484, NULL), NULL, NULL)",2,43
739,Monnier,Sarah,sarah.monnier739@amu.fr,0600000739,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0712, 43.5976, NULL), NULL, NULL)",5,30
740,Lavoie,Daniel,daniel.lavoie740@amu.fr,0600000740,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5057, 43.9182, NULL), NULL, NULL)",2,73
741,Gomez,Laetitia,laetitia.gomez741@amu.fr,0600000741,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8185, 43.5377, NULL), NULL, NULL)",2,57
742,Bilar,Enzo,enzo.bilar742@amu.fr,0600000742,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2794, 43.8447, NULL), NULL, NULL)",3,57
743,Marchand,Sophie,sophie.marchand743@amu.fr,0600000743,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1977, 43.3098, NULL), NULL, NULL)",3,79
744,Lemaire,Yves,yves.lemaire744@amu.fr,0600000744,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.313, 43.4889, NULL), NULL, NULL)",4,20
745,Lopez,Therese,therese.lopez745@amu.fr,0600000745,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4938, 43.1356, NULL), NULL, NULL)",5,47
746,Leclerc,Francoise,francois.leclerc746@amu.fr,0600000746,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0957, 43.6851, NULL), NULL, NULL)",5,77
747,Deschamps,Aureille,aureille.deschamp747@amu.fr,0600000747,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9501, 43.223, NULL), NULL, NULL)",5,48
748,Gingras,Patrice,patrice.gingras748@amu.fr,0600000748,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4887, 43.2526, NULL), NULL, NULL)",4,48
749,Fernandez,Lee,lee.fernande749@amu.fr,0600000749,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7586, 43.7908, NULL), NULL, NULL)",5,37
750,Renaud,Chloe,chloe.renaud750@amu.fr,0600000750,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0691, 43.3701, NULL), NULL, NULL)",4,12
751,Laverand,Nicole,nicole.laverand751@amu.fr,0600000751,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0358, 43.8404, NULL), NULL, NULL)",5,41
752,Thomas,Maeva,maeva.thomas752@amu.fr,0600000752,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4598, 43.1911, NULL), NULL, NULL)",5,6
753,Machiavel,Carole,carole.machiave753@amu.fr,0600000753,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8685, 43.9253, NULL), NULL, NULL)",5,12
754,Caron,Mickael,mickael.caron754@amu.fr,0600000754,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2072, 43.3951, NULL), NULL, NULL)",1,31
755,Roux,Gilles,gilles.roux755@amu.fr,0600000755,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3313, 43.5367, NULL), NULL, NULL)",6,24
756,Lecomte,Marianne,marianne.lecomte756@amu.fr,0600000756,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2641, 43.1197, NULL), NULL, NULL)",5,45
757,Thomas,Paul,paul.thomas757@amu.fr,0600000757,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.133, 43.3597, NULL), NULL, NULL)",4,43
758,De Gaulle,Eric,eric.degaull758@amu.fr,0600000758,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6883, 43.716, NULL), NULL, NULL)",3,3
759,Morin,Monique,monique.morin759@amu.fr,0600000759,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5745, 43.2569, NULL), NULL, NULL)",6,5
760,Lucas,Pascal,pascal.lucas760@amu.fr,0600000760,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2269, 43.0535, NULL), NULL, NULL)",3,69
761,Girard,Claude,claude.girard761@amu.fr,0600000761,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1528, 43.4317, NULL), NULL, NULL)",3,5
762,Albertos,Corinne,corinne.albertos762@amu.fr,0600000762,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5581, 43.3381, NULL), NULL, NULL)",1,33
763,Morancey,Mathilde,mathilde.morancey763@amu.fr,0600000763,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7174, 43.9657, NULL), NULL, NULL)",2,56
764,Salamanca,Rene,rene.salamanc764@amu.fr,0600000764,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5593, 43.6559, NULL), NULL, NULL)",6,48
765,White,Marcelle,marcelle.white765@amu.fr,0600000765,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.407, 43.8023, NULL), NULL, NULL)",2,65
766,Richard,Rene,rene.richard766@amu.fr,0600000766,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4214, 43.8084, NULL), NULL, NULL)",5,42
767,Robin,Rene,rene.robin767@amu.fr,0600000767,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9077, 43.2659, NULL), NULL, NULL)",5,48
768,Caron,Alain,alain.caron768@amu.fr,0600000768,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5385, 43.0043, NULL), NULL, NULL)",5,33
769,De Gaulle,Marina,marina.degaull769@amu.fr,0600000769,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1269, 43.7472, NULL), NULL, NULL)",2,3
770,Fernandez,Michele,michele.fernande770@amu.fr,0600000770,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.542, 43.5674, NULL), NULL, NULL)",3,49
771,Fabre,Therese,therese.fabre771@amu.fr,0600000771,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5133, 43.5765, NULL), NULL, NULL)",6,18
772,Morin,Alexandre,alexandr.morin772@amu.fr,0600000772,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9725, 43.2326, NULL), NULL, NULL)",6,20
773,Vidal,Paul,paul.vidal773@amu.fr,0600000773,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1602, 43.4107, NULL), NULL, NULL)",1,12
774,Lafayette,Marcel,marcel.lafayett774@amu.fr,0600000774,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0989, 43.2641, NULL), NULL, NULL)",5,29
775,Muller,Marguerite,margueri.muller775@amu.fr,0600000775,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4663, 43.7736, NULL), NULL, NULL)",4,51
776,Blanc,Danielle,danielle.blanc776@amu.fr,0600000776,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4037, 43.7867, NULL), NULL, NULL)",2,51
777,Navarro,Romain,romain.navarro777@amu.fr,0600000777,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8203, 43.2071, NULL), NULL, NULL)",1,60
778,Bonnet,Daniel,daniel.bonnet778@amu.fr,0600000778,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.175, 43.5955, NULL), NULL, NULL)",2,8
779,Fournier,Camille,camille.fournier779@amu.fr,0600000779,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5768, 43.1594, NULL), NULL, NULL)",1,68
780,Gomez,Mickael,mickael.gomez780@amu.fr,0600000780,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6418, 43.8997, NULL), NULL, NULL)",6,26
781,Berger,Delphine,delphine.berger781@amu.fr,0600000781,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1228, 43.7505, NULL), NULL, NULL)",4,17
782,Gagnon,Stephane,stephane.gagnon782@amu.fr,0600000782,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4294, 43.8638, NULL), NULL, NULL)",3,69
783,Meyer,Sylvie,sylvie.meyer783@amu.fr,0600000783,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3375, 43.1472, NULL), NULL, NULL)",2,45
784,Gosselin,Mickey,mickey.gosselin784@amu.fr,0600000784,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2918, 43.1287, NULL), NULL, NULL)",4,24
785,Guerin,Celine,celine.guerin785@amu.fr,0600000785,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0546, 43.2234, NULL), NULL, NULL)",5,59
786,Vincent,Alexandre,alexandr.vincent786@amu.fr,0600000786,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9314, 43.9052, NULL), NULL, NULL)",5,61
787,Laurent,Danielle,danielle.laurent787@amu.fr,0600000787,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8065, 43.6518, NULL), NULL, NULL)",5,21
788,Ouellet,Carole,carole.ouellet788@amu.fr,0600000788,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7207, 43.1618, NULL), NULL, NULL)",2,32
789,Legrand,Christiane,christia.legrand789@amu.fr,0600000789,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.768, 43.5736, NULL), NULL, NULL)",4,28
790,Navarro,Nathalie,nathalie.navarro790@amu.fr,0600000790,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.069, 43.0389, NULL), NULL, NULL)",1,61
791,Boyer,Stephanie,stephani.boyer791@amu.fr,0600000791,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.998, 43.8772, NULL), NULL, NULL)",3,14
792,Nevot,Mila,mila.nevot792@amu.fr,0600000792,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7214, 43.2555, NULL), NULL, NULL)",4,2
793,Masson,Younes,younes.masson793@amu.fr,0600000793,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.706, 43.5268, NULL), NULL, NULL)",1,8
794,Blanc,Gilles,gilles.blanc794@amu.fr,0600000794,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8744, 43.966, NULL), NULL, NULL)",6,25
795,White,Gabriel,gabriel.white795@amu.fr,0600000795,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5517, 43.037, NULL), NULL, NULL)",2,75
796,Monnier,Roland,roland.monnier796@amu.fr,0600000796,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.459, 43.1805, NULL), NULL, NULL)",2,65
797,Cote,Therese,therese.cote797@amu.fr,0600000797,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8759, 43.1616, NULL), NULL, NULL)",1,5
798,Agostinelli,Mickey,mickey.agostine798@amu.fr,0600000798,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2097, 43.0144, NULL), NULL, NULL)",6,50
799,Garcia,Emma,emma.garcia799@amu.fr,0600000799,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.536, 43.0463, NULL), NULL, NULL)",5,32
800,Laurent,Valerie,valerie.laurent800@amu.fr,0600000800,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0622, 43.4032, NULL), NULL, NULL)",1,33
